24774.381460,63134.923870,1.000000
24055.431760,61750.742310,1.000000
24100.823860,62088.388250,1.000000
19691.618070,51695.073180,0.000000
19675.717400,51804.002750,0.000000
24042.090650,62215.536130,1.000000
24291.212890,63043.664850,1.000000
20126.848990,52978.195700,0.000000
19391.263890,53832.546100,0.000000
23676.682200,59617.868010,1.000000
20980.517370,50873.933840,0.000000
20438.089610,51842.637050,0.000000
20096.155590,51026.655530,0.000000
20229.003780,52137.764070,0.000000
20050.587570,50235.499550,0.000000
20249.269470,54388.785170,0.000000
19619.390860,51229.390290,0.000000
19879.175490,51598.251330,0.000000
19469.380210,51001.882920,0.000000
20075.471780,51903.317250,0.000000
19334.694870,52515.239450,0.000000
19831.140290,53242.928370,0.000000
23438.882290,63201.034020,1.000000
19558.475980,52097.456160,0.000000
24154.206220,59878.152040,1.000000
24519.615820,64137.436110,1.000000
20007.492200,54304.590300,0.000000
19830.215920,53152.744930,0.000000
19986.993590,54507.531890,0.000000
19613.816770,52416.268480,0.000000
19677.400630,51710.898930,0.000000
20024.321440,50915.153050,0.000000
19991.725890,51272.283550,0.000000
19468.706320,53284.095560,0.000000
19732.759080,51883.301770,0.000000
19901.840370,51062.822450,0.000000
19959.679130,50358.422090,0.000000
23608.862140,62547.718350,1.000000
20000.233510,49616.189480,0.000000
23975.931490,60198.326870,1.000000
23208.734670,63023.051850,1.000000
23775.332670,63809.267650,1.000000
23488.806760,63207.934690,1.000000
23255.731240,60919.279050,1.000000
19586.378750,53666.456120,0.000000
19981.683730,52236.608270,0.000000
19498.828490,53095.448110,0.000000
20211.285810,52216.256240,0.000000
20162.677970,52690.787650,0.000000
24125.172410,62967.640300,1.000000
19107.405400,50849.595040,0.000000
19923.343910,50154.740260,0.000000
24409.504100,61126.988060,1.000000
23921.996900,59434.475130,1.000000
19610.437970,53325.208180,0.000000
20732.584760,51371.814230,0.000000
20318.915380,52591.181550,0.000000
24166.678600,60344.038010,1.000000
20698.557910,54204.511350,0.000000
19595.199380,52039.420240,0.000000
20165.084180,51949.723540,0.000000
23746.031200,62339.673580,1.000000
23387.940110,63055.576950,1.000000
23465.320530,59666.980970,1.000000
23989.039970,59425.869340,1.000000
23786.529250,62080.118240,1.000000
24158.940840,63242.753800,1.000000
23402.221670,62706.813140,1.000000
19477.847750,49103.605410,0.000000
20061.150520,53358.552190,0.000000
24075.426330,60428.469900,1.000000
20302.718380,49329.638590,0.000000
24194.038410,60441.116520,1.000000
19907.558690,52646.609280,0.000000
20516.431080,52535.254490,0.000000
23670.275830,62117.776580,1.000000
20149.268880,52512.697040,0.000000
24496.082300,63854.100660,1.000000
23952.413610,62325.530130,1.000000
19886.737800,50392.053590,0.000000
19289.195350,53351.937290,0.000000
23837.551560,63154.420720,1.000000
24176.591210,60669.998340,1.000000
19543.016260,52256.121820,0.000000
23467.688870,62743.279090,1.000000
24439.566750,60975.547860,1.000000
24497.679400,63424.576840,1.000000
20677.440030,53482.024410,0.000000
